Line 1: 1790,1457 -> OK
Line 2534: 78,425 -> OK
Line 2535: 628,1470 -> OK
Line 2536: 1808,1445 -> OK
Line 2537: 68,495 -> OK
Line 2538: 1594,1073 -> OK
Line 2539: 92,754 -> OK
Line 2540: 102,475 -> OK
Line 2541: 1812,1450 -> OK
Line 2542: 1024,1091 -> OK
Line 2543: 84,587 -> OK
Line 2544: 856,1061 -> OK
Line 2545: 628,419 -> OK
Line 2546: 1818,758 -> OK
Line 2547: 86,467 -> OK
Line 2548: 68,594 -> OK
Line 2549: 86,749 -> OK
Line 2550: 1814,1443 -> OK
Line 2551: 1024,1004 -> OK
Line 2552: 1796,1065 -> OK
Line 2553: 90,607 -> OK
Line 2554: 1782,1294 -> OK
Line 2555: 856,1000 -> OK
Line 2556: 1790,1454 -> OK
Line 2557: 1800,1433 -> OK
Line 2558: 1802,1270 -> OK
Line 2559: 108,984 -> OK
Line 2560: 102,594 -> OK
Line 2561: 90,1395 -> OK
Line 2562: 682,612 -> OK
Line 2563: 1790,1470 -> OK
Line 2564: 1366,930 -> OK
Line 2565: 96,610 -> OK
Line 2566: 1806,443 -> OK
Line 2567: 86,783 -> OK
Line 2568: 1814,1375 -> OK
Line 2569: 92,614 -> OK
Line 2570: 1252,1119 -> OK
Line 2571: 1796,711 -> OK
Line 2572: 910,938 -> OK
Line 2573: 1790,1107 -> OK
Line 2574: 68,528 -> OK
Line 2575: 1540,1284 -> OK
Line 2576: 68,662 -> OK
Line 2577: 970,594 -> OK
Line 2578: 1366,1283 -> OK
Line 2579: 1540,1379 -> OK
Line 2580: 74,437 -> OK
Line 2581: 970,1104 -> OK
Line 2582: 96,591 -> OK
Line 2583: 340,761 -> OK
Line 2584: 970,1117 -> OK
Line 2585: 86,944 -> OK
Line 2586: 1806,758 -> OK
Line 2587: 628,437 -> OK
Line 2588: 1802,1471 -> OK
Line 2589: 514,777 -> OK
Line 2590: 856,1116 -> OK
Line 2591: 1800,1438 -> OK
Line 2592: 1800,707 -> OK
Line 2593: 1812,615 -> OK
Line 2594: 628,1287 -> OK
Line 2595: 1808,1438 -> OK
Line 2596: 910,878 -> OK
Line 2597: 514,483 -> OK
Line 2598: 72,1292 -> OK
Line 2599: 62,588 -> OK
Line 2600: 92,932 -> OK
Line 2601: 96,491 -> OK
Line 2602: 104,1283 -> OK
Line 2603: 98,1041 -> OK
Line 2604: 84,578 -> OK
Line 2605: 1312,1275 -> OK
Line 2606: 1776,1442 -> OK
Line 2607: 1802,1271 -> OK
Line 2608: 66,1411 -> OK
Line 2609: 514,433 -> OK
Line 2610: 1802,440 -> OK
Line 2611: 92,548 -> OK
Line 2612: 74,765 -> OK
Line 2613: 1594,1262 -> OK
Line 2614: 1778,1471 -> OK
Line 2615: 1540,1439 -> OK
Line 2616: 1198,1208 -> OK
Line 2617: 1252,1399 -> OK
Line 2618: 1198,463 -> OK
Line 2619: 1784,1462 -> OK
Line 2620: 1772,606 -> OK
Line 2621: 80,417 -> OK
Line 2622: 1812,1280 -> OK
Line 2623: 1800,1276 -> OK
Line 2624: 80,433 -> OK
Line 2625: 1312,841 -> OK
Line 2626: 1312,1069 -> OK
Line 2627: 1024,433 -> OK
Line 2628: 108,762 -> OK
Line 2629: 72,524 -> OK
Line 2630: 1594,1267 -> OK
Line 2631: 514,642 -> OK
Line 2632: 84,1037 -> OK
Line 2633: 1252,1155 -> OK
Line 2634: 286,467 -> OK
Line 2635: 68,439 -> OK
Line 2636: 108,532 -> OK
Line 2637: 1312,1049 -> OK
Line 2638: 104,598 -> OK
Line 2639: 1800,1387 -> OK
Line 2640: 628,594 -> OK
Line 2641: 1312,1283 -> OK
Line 2642: 1790,1103 -> OK
Line 2643: 1540,954 -> OK
Line 2644: 286,937 -> OK
Line 2645: 68,1091 -> OK
Line 2646: 286,424 -> OK
Line 2647: 1198,707 -> OK
Line 2648: 1788,1095 -> OK
Line 2649: 682,723 -> OK
Line 2650: 86,658 -> OK
Line 2651: 910,524 -> OK
Line 2652: 1802,1471 -> OK
Line 2653: 910,1053 -> OK
Line 2654: 1788,1454 -> OK
Line 2655: 1818,1294 -> OK
Line 2656: 80,536 -> OK
Line 2657: 1790,1443 -> OK
Line 2658: 1812,1322 -> OK
Line 2659: 1772,443 -> OK
Line 2660: 1776,1147 -> OK
Line 2661: 72,1291 -> OK
Line 2662: 1796,1240 -> OK
Line 2663: 1024,930 -> OK
Line 2664: 66,761 -> OK
Line 2665: 104,777 -> OK
Line 2666: 910,433 -> OK
Line 2667: 1812,604 -> OK
Line 2668: 1796,1433 -> OK
Line 2669: 910,1107 -> OK
Line 2670: 970,608 -> OK
Line 2671: 340,1415 -> OK
Line 2672: 1800,765 -> OK
Line 2673: 1806,1471 -> OK
Line 2674: 1806,1274 -> OK
Line 2675: 1024,1000 -> OK
Line 2676: 1784,1104 -> OK
Line 2677: 1806,1212 -> OK
Line 2678: 1794,1292 -> OK
Line 2679: 1796,1457 -> OK
Line 2680: 856,821 -> OK
Line 2681: 108,837 -> OK
Line 2682: 1800,1443 -> OK
Line 2683: 628,532 -> OK
Line 2684: 62,584 -> OK
Line 2685: 856,1147 -> OK
Line 2686: 1594,1288 -> OK
Line 2687: 1594,1447 -> OK
Line 2688: 856,1120 -> OK
Line 2689: 1806,1147 -> OK
Line 2690: 1198,1124 -> OK
Line 2691: 80,432 -> OK
Line 2692: 1782,1453 -> OK
Line 2693: 1778,1220 -> OK
Line 2694: 910,932 -> OK
Line 2695: 856,984 -> OK
Line 2696: 86,1113 -> OK
Line 2697: 1790,611 -> OK
Line 2698: 72,1470 -> OK
Line 2699: 1024,924 -> OK
Line 2700: 92,610 -> OK
Line 2701: 1772,1103 -> OK
Line 2702: 74,1037 -> OK
Line 2703: 286,411 -> OK
Line 2704: 92,444 -> OK
Line 2705: 682,666 -> OK
Line 2706: 1784,1274 -> OK
Line 2707: 68,594 -> OK
Line 2708: 1796,1437 -> OK
Line 2709: 910,874 -> OK
Line 2710: 98,419 -> OK
Line 2711: 96,591 -> OK
Line 2712: 74,615 -> OK
Line 2713: 62,929 -> OK
Line 2714: 628,878 -> OK
Line 2715: 1782,953 -> OK
Line 2716: 86,583 -> OK
Line 2717: 84,420 -> OK
Line 2718: 1772,1276 -> OK
Line 2719: 568,1147 -> OK
Line 2720: 84,411 -> OK
Line 2721: 1812,610 -> OK
Line 2722: 856,540 -> OK
Line 2723: 1794,1438 -> OK
Line 2724: 1776,952 -> OK
Line 2725: 84,878 -> OK
Line 2726: 628,958 -> OK
Line 2727: 1366,1228 -> OK
Line 2728: 1790,936 -> OK
Line 2729: 74,471 -> OK
Line 2730: 102,976 -> OK
Line 2731: 682,785 -> OK
Line 2732: 1540,1415 -> OK
Line 2733: 1808,1449 -> OK
Line 2734: 286,769 -> OK
Line 2735: 1812,1187 -> OK
Line 2736: 1788,1288 -> OK
Line 2737: 102,599 -> OK
Line 2738: 970,805 -> OK
Line 2739: 72,520 -> OK
Line 2740: 682,483 -> OK
Line 2741: 96,658 -> OK
Line 2742: 1790,407 -> OK
Line 2743: 1366,1403 -> OK
Line 2744: 1772,1279 -> OK
Line 2745: 1800,1391 -> OK
Line 2746: 92,654 -> OK
Line 2747: 66,528 -> OK
Line 2748: 910,841 -> OK
Line 2749: 1802,817 -> OK
Line 2750: 1806,1167 -> OK
Line 2751: 1594,1467 -> OK
Line 2752: 1784,1330 -> OK
Line 2753: 84,407 -> OK
Line 2754: 92,560 -> OK
Line 2755: 1814,787 -> OK
Line 2756: 90,615 -> OK
Line 2757: 1794,1461 -> OK
Line 2758: 1252,1280 -> OK
Line 2759: 1796,1443 -> OK
Line 2760: 78,1407 -> OK
Line 2761: 910,902 -> OK
Line 2762: 1808,612 -> OK
Line 2763: 1800,1263 -> OK
Line 2764: 628,926 -> OK
Line 2765: 80,503 -> OK
Line 2766: 910,1004 -> OK
Line 2767: 970,1163 -> OK
Line 2768: 514,479 -> OK
Line 2769: 682,602 -> OK
Line 2770: 92,428 -> OK
Line 2771: 62,556 -> OK
Line 2772: 72,785 -> OK
Line 2773: 1778,1471 -> OK
Line 2774: 1594,1093 -> OK
Line 2775: 1252,988 -> OK
Line 2776: 62,471 -> OK
Line 2777: 1790,1470 -> OK
Line 2778: 1802,1455 -> OK
Line 2779: 1784,1125 -> OK
Line 2780: 102,412 -> OK
Line 2781: 1812,1120 -> OK
Line 2782: 682,1128 -> OK
Line 2783: 72,441 -> OK
Line 2784: 1312,1216 -> OK
Line 2785: 1778,1447 -> OK
Line 2786: 1814,1411 -> OK
Line 2787: 66,662 -> OK
Line 2788: 96,953 -> OK
Line 2789: 1594,1354 -> OK
Line 2790: 80,479 -> OK
Line 2791: 74,603 -> OK
Line 2792: 1024,787 -> OK
Line 2793: 1782,1033 -> OK
Line 2794: 1808,1287 -> OK
Line 2795: 1800,1469 -> OK
Line 2796: 98,757 -> OK
Line 2797: 1800,930 -> OK
Line 2798: 1540,1268 -> OK
Line 2799: 628,463 -> OK
Line 2800: 1814,1415 -> OK
Line 2801: 682,878 -> OK
Line 2802: 286,475 -> OK
Line 2803: 1024,1129 -> OK
Line 2804: 92,821 -> OK
Line 2805: 1818,940 -> OK
Line 2806: 1802,1441 -> OK
Line 2807: 68,870 -> OK
Line 2808: 514,423 -> OK
Line 2809: 92,1459 -> OK
Line 2810: 856,592 -> OK
Line 2811: 98,691 -> OK
Line 2812: 98,612 -> OK
Line 2813: 970,1104 -> OK
Line 2814: 568,777 -> OK
Line 2815: 628,870 -> OK
Line 2816: 90,520 -> OK
Line 2817: 970,1069 -> OK
Line 2818: 1794,781 -> OK
Line 2819: 1796,1455 -> OK
Line 2820: 1024,759 -> OK
Line 2821: 568,536 -> OK
Line 2822: 1818,1463 -> OK
Line 2823: 1366,1433 -> OK
Line 2824: 514,674 -> OK
Line 2825: 68,495 -> OK
Line 2826: 72,762 -> OK
Line 2827: 98,423 -> OK
Line 2828: 1808,491 -> OK
Line 2829: 1776,940 -> OK
Line 2830: 66,599 -> OK
Line 2831: 72,1128 -> OK
Line 2832: 84,611 -> OK
Line 2833: 1796,1462 -> OK
Line 2834: 1024,761 -> OK
Line 2835: 80,941 -> OK
Line 2836: 856,783 -> OK
Line 2837: 856,954 -> OK
Line 2838: 514,524 -> OK
Line 2839: 1594,1438 -> OK
Line 2840: 108,767 -> OK
Line 2841: 104,437 -> OK
Line 2842: 92,757 -> OK
Line 2843: 86,1120 -> OK
Line 2844: 1790,445 -> OK
Line 2845: 1776,487 -> OK
Line 2846: 1784,1296 -> OK
Line 2847: 74,763 -> OK
Line 2848: 910,1004 -> OK
Line 2849: 102,443 -> OK
Line 2850: 286,950 -> OK
Line 2851: 84,520 -> OK
Line 2852: 1788,1467 -> OK
Line 2853: 910,770 -> OK
Line 2854: 1814,1120 -> OK
Line 2855: 78,719 -> OK
Line 2856: 86,408 -> OK
Line 2857: 1540,487 -> OK
Line 2858: 108,444 -> OK
Line 2859: 74,584 -> OK
Line 2860: 108,929 -> OK
Line 2861: 1818,1330 -> OK
Line 2862: 92,1179 -> OK
Line 2863: 1788,1061 -> OK
Line 2864: 340,432 -> OK
Line 2865: 102,599 -> OK
Line 2866: 108,412 -> OK
Line 2867: 1812,1284 -> OK
Line 2868: 1024,603 -> OK
Line 2869: 1796,1461 -> OK
Line 2870: 286,408 -> OK
Line 2871: 102,607 -> OK
Line 2872: 970,805 -> OK
Line 2873: 340,695 -> OK
Line 2874: 1812,1451 -> OK
Line 2875: 96,754 -> OK
Line 2876: 108,866 -> OK
Line 2877: 1800,1463 -> OK
Line 2878: 108,602 -> OK
Line 2879: 1772,467 -> OK
Line 2880: 682,670 -> OK
Line 2881: 1782,845 -> OK
Line 2882: 1366,1045 -> OK
Line 2883: 1794,1407 -> OK
Line 2884: 1788,1434 -> OK
Line 2885: 1796,1264 -> OK
Line 2886: 1808,958 -> OK
Line 2887: 1252,1216 -> OK
Line 2888: 68,483 -> OK
Line 2889: 108,441 -> OK
Line 2890: 1788,1379 -> OK
Line 2891: 1778,945 -> OK
Line 2892: 1818,1101 -> OK
Line 2893: 1802,650 -> OK
Line 2894: 1778,1112 -> OK
Line 2895: 78,1004 -> OK
Line 2896: 104,1286 -> OK
Line 2897: 1802,1101 -> OK
Line 2898: 80,765 -> OK
Line 2899: 86,813 -> OK
Line 2900: 1024,1287 -> OK
Line 2901: 62,417 -> OK
Line 2902: 92,603 -> OK
Line 2903: 1594,1291 -> OK
Line 2904: 1806,412 -> OK
Line 2905: 1540,1358 -> OK
Line 2906: 1782,1123 -> OK
Line 2907: 1796,1212 -> OK
Line 2908: 1796,1271 -> OK
Line 2909: 1818,1091 -> OK
Line 2910: 1594,928 -> OK
Line 2911: 1366,1463 -> OK
Line 2912: 910,424 -> OK
Line 2913: 910,595 -> OK
Line 2914: 970,1037 -> OK
Line 2915: 68,1151 -> OK
Line 2916: 856,813 -> OK
Line 2917: 970,775 -> OK
Line 2918: 80,603 -> OK
Line 2919: 340,1403 -> OK
Line 2920: 96,440 -> OK
Line 2921: 1814,1334 -> OK
Line 2922: 628,594 -> OK
Line 2923: 1252,1300 -> OK
Line 2924: 340,1299 -> OK
Line 2925: 1790,984 -> OK
Line 2926: 1540,1095 -> OK
Line 2927: 62,1151 -> OK
Line 2928: 90,428 -> OK
Line 2929: 910,1433 -> OK
Line 2930: 1252,1451 -> OK
Line 2931: 66,532 -> OK
Line 2932: 90,427 -> OK
Line 2933: 856,787 -> OK
Line 2934: 856,920 -> OK
Line 2935: 1814,1446 -> OK
Line 2936: 1772,634 -> OK
Line 2937: 86,424 -> OK
Line 2938: 1252,1280 -> OK
Line 2939: 340,524 -> OK
Line 2940: 72,699 -> OK
Line 2941: 1198,1236 -> OK
Line 2942: 72,441 -> OK
Line 2943: 68,437 -> OK
Line 2944: 1782,1395 -> OK
Line 2945: 1198,1240 -> OK
Line 2946: 1818,926 -> OK
Line 2947: 1794,1435 -> OK
Line 2948: 970,950 -> OK
Line 2949: 682,616 -> OK
Line 2950: 286,584 -> OK
Line 2951: 1366,1100 -> OK
Line 2952: 1812,1280 -> OK
Line 2953: 1594,1267 -> OK
Line 2954: 682,417 -> OK
Line 2955: 78,540 -> OK
Line 2956: 1814,1120 -> OK
Line 2957: 78,670 -> OK
Line 2958: 84,579 -> OK
Line 2959: 1800,1334 -> OK
Line 2960: 1814,1282 -> OK
Line 2961: 910,976 -> OK
Line 2962: 108,467 -> OK
Line 2963: 340,870 -> OK
Line 2964: 1540,1451 -> OK
Line 2965: 84,646 -> OK
Line 2966: 1802,1450 -> OK
Line 2967: 286,584 -> OK
Line 2968: 1814,1451 -> OK
Line 2969: 1024,1092 -> OK
Line 2970: 340,1049 -> OK
Line 2971: 102,662 -> OK
Line 2972: 1776,1407 -> OK
Line 2973: 1788,1298 -> OK
Line 2974: 856,420 -> OK
Line 2975: 1594,1267 -> OK
Line 2976: 1540,1449 -> OK
Line 2977: 1540,1445 -> OK
Line 2978: 102,691 -> OK
Line 2979: 1778,1296 -> OK
Line 2980: 1808,1346 -> OK
Line 2981: 1788,1228 -> OK
Line 2982: 856,1109 -> OK
Line 2983: 96,588 -> OK
Line 2984: 1778,833 -> OK
Line 2985: 856,1300 -> OK
Line 2986: 856,615 -> OK
Line 2987: 1806,1354 -> OK
Line 2988: 1024,1129 -> OK
Line 2989: 1366,1439 -> OK
Line 2990: 1802,579 -> OK
Line 2991: 1594,1295 -> OK
Line 2992: 1814,1383 -> OK
Line 2993: 66,761 -> OK
Line 2994: 1252,1244 -> OK
Line 2995: 66,536 -> OK
Line 2996: 1312,1450 -> OK
Line 2997: 92,1459 -> OK
Line 2998: 78,608 -> OK
Line 2999: 1812,1447 -> OK
Line 3000: 74,767 -> OK
Line 3001: 72,499 -> OK
Line 3002: 66,1287 -> OK
Line 3003: 1776,1275 -> OK
Line 3004: 1252,945 -> OK
Line 3005: 682,1441 -> OK
Line 3006: 72,650 -> OK
Line 3007: 108,703 -> OK
Line 3008: 74,825 -> OK
Line 3009: 1778,1443 -> OK
Line 3010: 96,437 -> OK
Line 3011: 1366,1443 -> OK
Line 3012: 1788,719 -> OK
Line 3013: 286,556 -> OK
Line 3014: 1594,1442 -> OK
Line 3015: 1818,1462 -> OK
Line 3016: 514,1395 -> OK
Line 3017: 970,942 -> OK
Line 3018: 1252,825 -> OK
Line 3019: 66,1147 -> OK
Line 3020: 286,646 -> OK
Line 3021: 340,429 -> OK
Line 3022: 1252,1282 -> OK
Line 3023: 910,440 -> OK
Line 3024: 1784,1458 -> OK
Line 3025: 1790,1037 -> OK
Line 3026: 80,503 -> OK
Line 3027: 92,944 -> OK
Line 3028: 1806,1342 -> OK
Line 3029: 340,695 -> OK
Line 3030: 108,433 -> OK
Line 3031: 1800,833 -> OK
Line 3032: 86,608 -> OK
Line 3033: 66,503 -> OK
Line 3034: 568,407 -> OK
Line 3035: 1784,778 -> OK
Line 3036: 1772,1271 -> OK
Line 3037: 90,520 -> OK
Line 3038: 1806,440 -> OK
Line 3039: 68,439 -> OK
Line 3040: 1252,886 -> OK
Line 3041: 856,755 -> OK
Line 3042: 1802,1275 -> OK
Line 3043: 80,1467 -> OK
Line 3044: 68,1275 -> OK
Line 3045: 1198,1272 -> OK
Line 3046: 910,1004 -> OK
Line 3047: 628,926 -> OK
Line 3048: 286,781 -> OK
Line 3049: 74,428 -> OK
Line 3050: 90,423 -> OK
Line 3051: 1772,765 -> OK
Line 3052: 86,1445 -> OK
Line 3053: 910,920 -> OK
Line 3054: 80,413 -> OK
Line 3055: 1796,1375 -> OK
Line 3056: 90,763 -> OK
Line 3057: 1790,1101 -> OK
Line 3058: 910,646 -> OK
Line 3059: 74,479 -> OK
Line 3060: 1812,1383 -> OK
Line 3061: 68,771 -> OK
Line 3062: 78,578 -> OK
Line 3063: 1818,1387 -> OK
Line 3064: 104,417 -> OK
Line 3065: 1812,1179 -> OK
Line 3066: 74,444 -> OK
Line 3067: 1784,1395 -> OK
Line 3068: 104,520 -> OK
Line 3069: 1818,759 -> OK
Line 3070: 96,415 -> OK
Line 3071: 682,1108 -> OK
Line 3072: 1812,1109 -> OK
Line 3073: 1800,1322 -> OK
Line 3074: 1776,1462 -> OK
Line 3075: 78,413 -> OK
Line 3076: 78,670 -> OK
Line 3077: 1776,775 -> OK
Line 3078: 1024,1008 -> OK
Line 3079: 74,483 -> OK
Line 3080: 74,439 -> OK
Line 3081: 1198,755 -> OK
Line 3082: 1800,758 -> OK
Line 3083: 1796,1457 -> OK
Line 3084: 1024,528 -> OK
Line 3085: 1796,1283 -> OK
Line 3086: 1812,1471 -> OK
Line 3087: 856,753 -> OK
Line 3088: 84,608 -> OK
Line 3089: 1806,1470 -> OK
Line 3090: 970,805 -> OK
Line 3091: 78,411 -> OK
Line 3092: 78,540 -> OK
Line 3093: 568,425 -> OK
Line 3094: 96,757 -> OK
Line 3095: 628,703 -> OK
Line 3096: 80,445 -> OK
Line 3097: 1814,1451 -> OK
Line 3098: 628,1012 -> OK
Line 3099: 74,666 -> OK
Line 3100: 1818,475 -> OK
Line 3101: 1814,1342 -> OK
Line 3102: 970,1104 -> OK
Line 3103: 1790,942 -> OK
Line 3104: 1024,1155 -> OK
Line 3105: 1814,1451 -> OK
Line 3106: 72,445 -> OK
Line 3107: 1790,1322 -> OK
Line 3108: 970,862 -> OK
Line 3109: 62,421 -> OK
Line 3110: 1794,940 -> OK
Line 3111: 1024,1224 -> OK
Line 3112: 80,412 -> OK
Line 3113: 1814,952 -> OK
Line 3114: 84,443 -> OK
Line 3115: 1366,467 -> OK
Line 3116: 96,556 -> OK
Line 3117: 102,699 -> OK
Line 3118: 78,417 -> OK
Line 3119: 1808,1263 -> OK
Line 3120: 1594,1128 -> OK
Line 3121: 1540,615 -> OK
Line 3122: 1252,1383 -> OK
Line 3123: 340,1123 -> OK
Line 3124: 1540,1272 -> OK
Line 3125: 74,670 -> OK
Line 3126: 1778,1187 -> OK
Line 3127: 514,419 -> OK
Line 3128: 628,825 -> OK
Line 3129: 1802,809 -> OK
Line 3130: 1814,1407 -> OK
Line 3131: 86,578 -> OK
Line 3132: 68,439 -> OK
Line 3133: 1814,1342 -> OK
Line 3134: 98,783 -> OK
Line 3135: 86,421 -> OK
Line 3136: 1782,929 -> OK
Line 3137: 92,1049 -> OK
Line 3138: 84,1275 -> OK
Line 3139: 340,1228 -> OK
Line 3140: 1366,1208 -> OK
Line 3141: 62,753 -> OK
Line 3142: 102,407 -> OK
Line 3143: 96,614 -> OK
Line 3144: 628,833 -> OK
Line 3145: 66,441 -> OK
Line 3146: 1312,634 -> OK
Line 3147: 286,445 -> OK
Line 3148: 1788,615 -> OK
Line 3149: 1808,775 -> OK
Line 3150: 856,946 -> OK
Line 3151: 1790,1091 -> OK
Line 3152: 1800,1338 -> OK
Line 3153: 682,813 -> OK
Line 3154: 84,583 -> OK
Line 3155: 970,584 -> OK
Line 3156: 1772,540 -> OK
Line 3157: 1818,1469 -> OK
Line 3158: 1778,1041 -> OK
Line 3159: 1772,1449 -> OK
Line 3160: 1790,1291 -> OK
Line 3161: 96,487 -> OK
Line 3162: 1808,1097 -> OK
Line 3163: 66,805 -> OK
Line 3164: 1784,1459 -> OK
Line 3165: 1778,1298 -> OK
Line 3166: 1800,1441 -> OK
Line 3167: 1312,1275 -> OK
Line 3168: 108,556 -> OK
Line 3169: 1198,638 -> OK
Line 3170: 62,922 -> OK
Line 3171: 1312,750 -> OK
Line 3172: 78,670 -> OK
Line 3173: 62,560 -> OK
Line 3174: 1024,1095 -> OK
Line 3175: 1796,1434 -> OK
Line 3176: 628,957 -> OK
Line 3177: 96,415 -> OK
Line 3178: 568,471 -> OK
Line 3179: 514,996 -> OK
Line 3180: 1198,1280 -> OK
Line 3181: 84,445 -> OK
Line 3182: 1772,1236 -> OK
Line 3183: 1800,1183 -> OK
Line 3184: 856,956 -> OK
Line 3185: 1594,1155 -> OK
Line 3186: 1806,1449 -> OK
Line 3187: 1802,1262 -> OK
Line 3188: 1818,1469 -> OK
Line 3189: 628,598 -> OK
Line 3190: 682,587 -> OK
Line 3191: 86,424 -> OK
Line 3192: 1784,650 -> OK
Line 3193: 1776,1216 -> OK
Line 3194: 62,524 -> OK
Line 3195: 1794,1441 -> OK
Line 3196: 1312,1183 -> OK
Line 3197: 1024,958 -> OK
Line 3198: 68,634 -> OK
Line 3199: 1772,1415 -> OK
Line 3200: 568,920 -> OK
Line 3201: 1796,408 -> OK
Line 3202: 1772,1279 -> OK
Line 3203: 84,1284 -> OK
Line 3204: 102,532 -> OK
Line 3205: 1198,763 -> OK
Line 3206: 1788,1463 -> OK
Line 3207: 66,408 -> OK
Line 3208: 340,499 -> OK
Line 3209: 1802,1433 -> OK
Line 3210: 1784,1171 -> OK
Line 3211: 910,946 -> OK
Line 3212: 970,1278 -> OK
Line 3213: 98,1119 -> OK
Line 3214: 1796,1399 -> OK
Line 3215: 68,463 -> OK
Line 3216: 1812,1283 -> OK
Line 3217: 1784,1463 -> OK
Line 3218: 92,503 -> OK
Line 3219: 74,483 -> OK
Line 3220: 1198,1375 -> OK
Line 3221: 68,1123 -> OK
Line 3222: 72,837 -> OK
Line 3223: 1366,1129 -> OK
Line 3224: 92,890 -> OK
Line 3225: 1796,1435 -> OK
Line 3226: 90,424 -> OK
Line 3227: 970,723 -> OK
Line 3228: 1784,1290 -> OK
Line 3229: 96,817 -> OK
Line 3230: 1024,926 -> OK
Line 3231: 96,658 -> OK
Line 3232: 66,825 -> OK
Line 3233: 72,1127 -> OK
Line 3234: 1024,1069 -> OK
Line 3235: 1806,1445 -> OK
Line 3236: 96,520 -> OK
Line 3237: 1794,1461 -> OK
Line 3238: 856,445 -> OK
Line 3239: 970,942 -> OK
Line 3240: 1540,1449 -> OK
Line 3241: 72,419 -> OK
Line 3242: 1806,1445 -> OK
Line 3243: 74,762 -> OK
Line 3244: 80,958 -> OK
Line 3245: 1800,938 -> OK
Line 3246: 108,1041 -> OK
Line 3247: 970,837 -> OK
Line 3248: 92,928 -> OK
Line 3249: 1198,715 -> OK
Line 3250: 1794,1411 -> OK
Line 3251: 1800,782 -> OK
Line 3252: 1366,929 -> OK
Line 3253: 1806,1045 -> OK
Line 3254: 286,781 -> OK
Line 3255: 1540,1278 -> OK
Line 3256: 1594,1458 -> OK
Line 3257: 104,774 -> OK
Line 3258: 628,707 -> OK
Line 3259: 1808,1274 -> OK
Line 3260: 1802,1437 -> OK
Line 3261: 1312,1350 -> OK
Line 3262: 1788,1267 -> OK
Line 3263: 1788,1095 -> OK
Line 3264: 286,711 -> OK
Line 3265: 1806,1437 -> OK
Line 3266: 90,491 -> OK
Line 3267: 568,432 -> OK
Line 3268: 1812,1443 -> OK
Line 3269: 1790,1300 -> OK
Line 3270: 628,703 -> OK
Line 3271: 104,1065 -> OK
Line 3272: 66,596 -> OK
Line 3273: 1806,1049 -> OK
Line 3274: 1794,1403 -> OK
Line 3275: 1802,1000 -> OK
Line 3276: 1198,1033 -> OK
Line 3277: 1024,1096 -> OK
Line 3278: 1772,1112 -> OK
Line 3279: 74,407 -> OK
Line 3280: 78,769 -> OK
Line 3281: 1806,1244 -> OK
Line 3282: 104,777 -> OK
Line 3283: 1806,1350 -> OK
Line 3284: 1312,1286 -> OK
Line 3285: 1814,1441 -> OK
Line 3286: 514,598 -> OK
Line 3287: 1778,837 -> OK
Line 3288: 84,583 -> OK
Line 3289: 74,874 -> OK
Line 3290: 1540,1119 -> OK
Line 3291: 72,592 -> OK
Line 3292: 1024,1290 -> OK
Line 3293: 96,483 -> OK
Line 3294: 86,612 -> OK
Line 3295: 84,540 -> OK
Line 3296: 1812,1163 -> OK
Line 3297: 1778,1407 -> OK
Line 3298: 1198,1109 -> OK
Line 3299: 1808,1441 -> OK
Line 3300: 1782,1124 -> OK
Line 3301: 1808,1395 -> OK
Line 3302: 1788,774 -> OK
Line 3303: 1808,1451 -> OK
Line 3304: 1800,1295 -> OK
Line 3305: 628,777 -> OK
Line 3306: 74,1104 -> OK
Line 3307: 1794,1462 -> OK
Line 3308: 96,417 -> OK
Line 3309: 1540,1175 -> OK
Line 3310: 96,611 -> OK
Line 3311: 1198,1461 -> OK
Line 3312: 1778,1354 -> OK
Line 3313: 1788,1112 -> OK
Line 3314: 1814,711 -> OK
Line 3315: 1540,1232 -> OK
Line 3316: 1252,1342 -> OK
Line 3317: 1818,1292 -> OK
Line 3318: 1198,1228 -> OK
Line 3319: 1252,590 -> OK
Line 3320: 340,433 -> OK
Line 3321: 628,580 -> OK
Line 3322: 102,894 -> OK
Line 3323: 78,988 -> OK
Line 3324: 80,409 -> OK
Line 3325: 286,731 -> OK
Line 3326: 856,786 -> OK
Line 3327: 90,491 -> OK
Line 3328: 1198,1457 -> OK
Line 3329: 1802,1439 -> OK
Line 3330: 1784,1057 -> OK
Line 3331: 628,1326 -> OK
Line 3332: 1784,938 -> OK
Line 3333: 1782,1471 -> OK
Line 3334: 1800,1099 -> OK
Line 3335: 1814,1442 -> OK
Line 3336: 910,932 -> OK
Line 3337: 1796,1471 -> OK
Line 3338: 62,638 -> OK
Line 3339: 514,1391 -> OK
Line 3340: 84,590 -> OK
Line 3341: 1788,582 -> OK
Line 3342: 1594,1469 -> OK
Line 3343: 1594,1100 -> OK
Line 3344: 1252,1045 -> OK
Line 3345: 1814,1383 -> OK
Line 3346: 1800,1271 -> OK
Line 3347: 1788,1411 -> OK
Line 3348: 970,1069 -> OK
Line 3349: 1800,1125 -> OK
Line 3350: 1594,1240 -> OK
Line 3351: 96,475 -> OK
Line 3352: 514,837 -> OK
Line 3353: 66,833 -> OK
Line 3354: 78,770 -> OK
Line 3355: 856,817 -> OK
Line 3356: 1814,1461 -> OK
Line 3357: 340,602 -> OK
Line 3358: 286,1212 -> OK
